date,customer_id,product,price,quantity,coupon_code,shipping_city
2025-10-14,CUST1110,Webcam,82.03,4,SAVE15,Ottawa
2025-10-14,CUST1063,Tablet,745.42,5,SUMMER10,Brampton
2025-10-15,CUST1085,USB Drive,76.96,1,FREESHIP,Richmond Hill
2025-10-16,CUST1029,Monitor,185.15,1,NONE,Kitchener
2025-10-16,CUST1078,Laptop,866.9,1,SAVE15,Mississauga
2025-10-16,CUST1149,Smartwatch,285.58,4,NEW25,Windsor
2025-10-17,CUST1053,Keyboard,178.32,1,NONE,Ottawa
2025-10-17,CUST1013,Tablet,392.14,5,NEW25,Burlington
2025-10-18,CUST1022,Mouse,92.16,1,SAVE15,Brampton
2025-10-18,CUST1009,Monitor,312.97,5,SAVE15,Cambridge
2025-10-18,CUST1050,Monitor,505.85,2,SUMMER10,London
2025-10-19,CUST1074,Mouse,79.5,4,WELCOME10,Burlington
2025-10-20,CUST1113,Monitor,455.24,4,NONE,Markham
2025-10-22,CUST1076,Tablet,600.35,3,WELCOME10,London
2025-10-22,CUST1098,Laptop,1642.41,4,WELCOME10,Richmond Hill
2025-10-22,CUST1099,Tablet,617.5,4,SAVE15,Burlington
2025-10-23,CUST1034,Mouse,53.78,5,NONE,Burlington
2025-10-24,CUST1126,Mouse,103.75,2,FREESHIP,Kitchener
2025-10-27,CUST1112,Mouse,38.15,4,WELCOME10,Burlington
2025-10-29,CUST1135,Smartwatch,210.6,5,TECH20,Mississauga
2025-10-29,CUST1110,Smartwatch,218.94,3,SUMMER10,Waterloo
2025-10-29,CUST1103,Smartphone,643.32,5,WELCOME10,Oakville
2025-10-30,CUST1045,Laptop,1312.39,4,SUMMER10,Burlington
2025-10-30,CUST1022,Mouse,111.87,2,TECH20,Mississauga
2025-11-01,CUST1121,Tablet,515.35,3,WELCOME10,Vaughan
2025-11-01,CUST1011,USB Drive,27.24,5,WELCOME10,Oakville
2025-11-01,CUST1082,Webcam,247.58,4,SUMMER10,London
2025-11-02,CUST1006,Keyboard,126.26,1,NONE,Richmond Hill
2025-11-03,CUST1123,Tablet,251.78,5,FREESHIP,Kitchener
2025-11-03,CUST1083,USB Drive,32.32,2,TECH20,Windsor
2025-11-04,CUST1031,Mouse,105.03,5,NONE,Toronto
2025-11-06,CUST1068,Monitor,531.37,1,NEW25,Burlington
2025-11-07,CUST1132,Webcam,141.4,2,TECH20,Windsor
2025-11-07,CUST1058,Webcam,202.89,5,FREESHIP,Burlington
2025-11-08,CUST1136,Webcam,238.05,4,WELCOME10,Ottawa
2025-11-09,CUST1057,Webcam,115.6,1,NEW25,London
2025-11-10,CUST1121,Keyboard,91.56,1,NEW25,Brampton
2025-11-10,CUST1012,Monitor,224.85,5,NEW25,Cambridge
2025-11-12,CUST1114,Headphones,325.17,2,WELCOME10,Windsor
2025-11-15,CUST1145,Smartphone,409.32,1,WELCOME10,Kitchener
2025-11-16,CUST1087,Headphones,93.07,5,WELCOME10,London
2025-11-16,CUST1083,USB Drive,55.01,3,SAVE15,Burlington
2025-11-17,CUST1051,Mouse,98.78,4,WELCOME10,Kitchener
2025-11-17,CUST1079,Headphones,56.05,2,FREESHIP,Cambridge
2025-11-19,CUST1148,Smartphone,855.42,2,NEW25,Hamilton
2025-11-20,CUST1078,Smartphone,868.92,3,SUMMER10,Toronto
2025-11-20,CUST1086,USB Drive,13.67,1,TECH20,Mississauga
2025-11-21,CUST1026,Tablet,884.84,4,SAVE15,Hamilton
2025-11-22,CUST1094,Tablet,394.58,2,TECH20,Richmond Hill
2025-11-22,CUST1142,Smartphone,650.61,3,SAVE15,Cambridge
2025-11-23,CUST1124,Monitor,177.2,4,WELCOME10,Toronto
2025-11-24,CUST1008,USB Drive,39.16,4,NEW25,Kitchener
2025-11-24,CUST1081,Smartwatch,311.09,5,FREESHIP,Waterloo
2025-11-24,CUST1076,Mouse,89.03,3,SUMMER10,Vaughan
2025-11-24,CUST1107,USB Drive,38.31,3,WELCOME10,Oakville
2025-11-25,CUST1148,Laptop,789.35,3,NEW25,Vaughan
2025-11-25,CUST1126,Smartwatch,486.6,4,SAVE15,Hamilton
2025-11-26,CUST1098,Laptop,1769.52,5,TECH20,Hamilton
2025-11-26,CUST1008,Webcam,110.33,1,FREESHIP,London
2025-11-27,CUST1045,Webcam,188.69,5,SAVE15,Burlington
2025-11-27,CUST1022,Headphones,116.81,2,SUMMER10,Waterloo
2025-11-29,CUST1092,Tablet,526.38,3,TECH20,Richmond Hill
2025-11-29,CUST1096,Tablet,896.6,4,SUMMER10,Burlington
2025-11-29,CUST1086,Monitor,568.87,2,SAVE15,Toronto
2025-11-29,CUST1009,Smartphone,1053.74,1,FREESHIP,Oakville
2025-12-01,CUST1093,USB Drive,10.8,2,WELCOME10,Cambridge
2025-12-02,CUST1040,Headphones,167.09,1,FREESHIP,Ottawa
2025-12-02,CUST1020,Headphones,275.67,2,NONE,Cambridge
2025-12-02,CUST1026,Headphones,314.48,4,SUMMER10,Oakville
2025-12-02,CUST1087,Keyboard,104.9,3,NONE,London
2025-12-03,CUST1069,Webcam,55.25,1,SAVE15,Markham
2025-12-04,CUST1036,USB Drive,27.54,1,NEW25,Cambridge
2025-12-05,CUST1095,Monitor,389.74,1,SUMMER10,Cambridge
2025-12-06,CUST1032,Monitor,430.42,3,SUMMER10,Markham
2025-12-06,CUST1037,Monitor,186.68,3,TECH20,Cambridge
2025-12-09,CUST1091,Keyboard,105.04,1,FREESHIP,London
2025-12-09,CUST1136,Keyboard,66.37,2,NEW25,Vaughan
2025-12-09,CUST1098,Smartwatch,327.94,3,WELCOME10,Burlington
2025-12-09,CUST1030,Keyboard,48.93,5,SAVE15,Burlington
2025-12-10,CUST1135,Monitor,515.93,1,NEW25,Cambridge
2025-12-11,CUST1068,Smartwatch,247.43,5,FREESHIP,London
2025-12-11,CUST1029,Laptop,1105.19,4,SUMMER10,Markham
2025-12-12,CUST1148,Smartphone,628.92,5,WELCOME10,Ottawa
2025-12-13,CUST1043,Monitor,441.59,2,SUMMER10,Brampton
2025-12-13,CUST1101,Monitor,522.82,4,SAVE15,Waterloo
2025-12-14,CUST1041,Tablet,454.32,1,SAVE15,London
2025-12-14,CUST1025,Webcam,247.1,2,NONE,Ottawa
2025-12-15,CUST1063,Tablet,303.44,1,SUMMER10,Hamilton
2025-12-15,CUST1114,USB Drive,25.83,1,WELCOME10,Hamilton
2025-12-15,CUST1053,Webcam,138.37,5,FREESHIP,Mississauga
2025-12-15,CUST1021,Keyboard,144.28,5,FREESHIP,Kitchener
2025-12-17,CUST1074,Smartphone,634.77,2,NEW25,Mississauga
2025-12-18,CUST1095,Monitor,194.71,5,NEW25,Richmond Hill
2025-12-19,CUST1021,Headphones,285.05,5,NEW25,Richmond Hill
2025-12-20,CUST1063,Keyboard,41.4,1,NEW25,Ottawa
2025-12-21,CUST1146,Laptop,952.74,4,TECH20,Toronto
2025-12-21,CUST1043,Headphones,96.06,4,WELCOME10,Oakville
2025-12-21,CUST1102,Mouse,53.86,1,NONE,Richmond Hill
2025-12-21,CUST1108,Webcam,234.7,5,WELCOME10,Ottawa
2025-12-23,CUST1076,Tablet,428.33,5,SAVE15,Vaughan
2025-12-24,CUST1125,Mouse,63.81,1,WELCOME10,Cambridge
2025-12-24,CUST1062,Monitor,541.32,5,FREESHIP,Vaughan
2025-12-26,CUST1140,Keyboard,137.4,4,SAVE15,Burlington
2025-12-26,CUST1117,Mouse,90.7,1,NEW25,Vaughan
2025-12-26,CUST1019,Keyboard,130.53,5,NEW25,Brampton
2025-12-27,CUST1017,Keyboard,60.87,5,WELCOME10,Ottawa
2025-12-29,CUST1022,Tablet,290.27,3,SUMMER10,Oakville
2025-12-29,CUST1145,Webcam,156.47,3,FREESHIP,London
2025-12-30,CUST1017,Monitor,450.53,5,SUMMER10,Markham
2025-12-30,CUST1110,USB Drive,58.24,2,SUMMER10,Brampton
2025-12-30,CUST1041,USB Drive,65.95,3,SUMMER10,Toronto
2025-12-31,CUST1045,Mouse,105.14,3,SUMMER10,Vaughan
